Weather Station,Count
476420-99999,57
637560-99999,57
947900-99999,57
594310-99999,57
725196-14717,57
150200-99999,57
624200-99999,57
031000-99999,57
911620-22501,57
865300-99999,57
028640-99999,57
605800-99999,57
356990-99999,57
782640-99999,57
943330-99999,57
833780-99999,57
150800-99999,57
719150-99999,56
232420-99999,56
614890-99999,56
710934-99999,56
702220-99999,56
106420-99999,56
262290-99999,56
311230-99999,56
471270-43216,56
315040-99999,56
605350-99999,56
289840-99999,56
787140-99999,56
104100-99999,56
567680-99999,56
682420-99999,56
315130-99999,56
426230-99999,56
348580-99999,56
171150-99999,56
961090-99999,56
400610-99999,56
346550-99999,56
879250-99999,56
711010-99999,56
432370-99999,56
234180-99999,56
063300-99999,56
823980-99999,56
172000-99999,56
170920-99999,56
639800-99999,56
837480-99999,56
289660-99999,56
419500-99999,56
417680-99999,56
864600-99999,56
839950-99999,56
477670-99999,56
380690-99999,56
108030-99999,56
442120-99999,56
284110-99999,56
172800-99999,56
480010-99999,56
162610-99999,56
241250-99999,56
339900-99999,56
162060-99999,56
605710-99999,56
565860-99999,56
871550-99999,56
170500-99999,56
443410-99999,56
604300-99999,56
569850-99999,56
614980-99999,56
600960-99999,56
434500-99999,56
661600-99999,56
620550-99999,56
946460-99999,56
479310-99999,56
400300-99999,56
782240-99999,56
163500-99999,56
039170-99999,56
355320-99999,56
601010-99999,56
404300-99999,56
638320-99999,56
947110-99999,56
073150-99999,56
238910-99999,56
943400-99999,56
407450-99999,56
915510-99999,56
170380-99999,56
475910-99999,56
483030-99999,56
259560-99999,56
853650-99999,56
844440-99999,56
261350-99999,56
151450-99999,56
787080-99999,56
722487-13935,56
431850-99999,56
845640-99999,56
485650-99999,56
578160-99999,56
603550-99999,56
341860-99999,56
295740-99999,56
162700-99999,56
170960-99999,56
833860-99999,56
942920-99999,56
360960-99999,56
442840-99999,56
574470-99999,56
747020-23110,56
722656-23040,56
484030-99999,56
915680-99999,56
477430-99999,56
845310-99999,56
945150-99999,56
547250-99999,55
590070-99999,55
571780-99999,55
544230-99999,55
614010-99999,55
542180-99999,55
718640-99999,55
573780-99999,55
539150-99999,55
576620-99999,55
596580-99999,55
762250-99999,55
596630-99999,55
562470-99999,55
960730-99999,55
586060-99999,55
511560-99999,55
062100-99999,55
355760-99999,55
592540-99999,55
566710-99999,55
637930-99999,55
830960-99999,55
507270-99999,55
541020-99999,55
541350-99999,55
514630-99999,55
574110-99999,55
582210-99999,55
544970-99999,55
571270-99999,55
663900-99999,55
040970-99999,55
560290-99999,55
562940-99999,55
524360-99999,55
637140-99999,55
564620-99999,55
912180-99999,55
961790-99999,55
536730-99999,55
560330-99999,55
102460-99999,55
107760-99999,55
584570-99999,55
717020-99999,55
557730-99999,55
510870-99999,55
505270-99999,55
574940-99999,55
604190-99999,55
545340-99999,55
949370-99999,55
543770-99999,55
544050-99999,55
538450-99999,55
522030-99999,55
345090-99999,55
570670-99999,55
562570-99999,55
584770-99999,55
123450-99999,55
595010-99999,55
508540-99999,55
588470-99999,55
548230-99999,55
702350-99999,55
540940-99999,55
555910-99999,55
537050-99999,55
507880-99999,55
636120-99999,55
516440-99999,55
544930-99999,55
542080-99999,55
518110-99999,55
123000-99999,55
544010-99999,55
636240-99999,55
591340-99999,55
788060-99999,55
587540-99999,55
542920-99999,55
598380-99999,55
544710-99999,55
561720-99999,55
574610-99999,55
239750-99999,55
948260-99999,55
575840-99999,55
560460-99999,55
870160-99999,55
542360-99999,55
539230-99999,55
981330-99999,55
594170-99999,55
576330-99999,55
385110-99999,55
561370-99999,55
586330-99999,55
505640-99999,55
851410-99999,55
858960-99999,55
541150-99999,55
527370-99999,55
589310-99999,55
119300-99999,55
107340-99999,55
589210-99999,55
584240-99999,55
124650-99999,55
561820-99999,55
540270-99999,55
589440-99999,55
717250-99999,55
571930-99999,55
540490-99999,55
161050-99999,55
176010-99999,55
577760-99999,55
549160-99999,55
567630-99999,55
837380-99999,55
509630-99999,55
507560-99999,55
537230-99999,55
945840-99999,55
827950-99999,55
580270-99999,55
592650-99999,55
979800-99999,55
560960-99999,55
355420-99999,55
576550-99999,55
442850-99999,55
585270-99999,55
596440-99999,55
285370-99999,55
509780-99999,55
682960-99999,55
509680-99999,55
540120-99999,55
688320-99999,55
590230-99999,55
227780-99999,55
546020-99999,55
308220-99999,55
085620-99999,55
583670-99999,55
539590-99999,55
509530-99999,55
471870-99999,55
517770-99999,55
968050-99999,55
858340-99999,55
275530-99999,55
166750-99999,55
125200-99999,55
961450-99999,55
063750-99999,55
545270-99999,55
518280-99999,55
718660-99999,55
572970-99999,55
593160-99999,55
585060-99999,55
949620-99999,55
562870-99999,55
124550-99999,55
541610-99999,55
584370-99999,55
594560-99999,55
582510-99999,55
592930-99999,55
548570-99999,55
543370-99999,55
598550-99999,55
685800-99999,55
587150-99999,55
042200-99999,55
591020-99999,55
427240-99999,55
540260-99999,55
548430-99999,55
515730-99999,55
577990-99999,55
506320-99999,55
509150-99999,55
505570-99999,55
570460-99999,55
503530-99999,55
591170-99999,55
596320-99999,55
536980-99999,55
476790-99999,55
583210-99999,55
517160-99999,55
570360-99999,55
597580-99999,55
543420-99999,55
764050-99999,55
574260-99999,55
552990-99999,55
164000-99999,55
538630-99999,55
548260-99999,55
524180-99999,55
203530-99999,55
579160-99999,55
605550-99999,55
587310-99999,55
561160-99999,55
962530-99999,55
561460-99999,55
513340-99999,55
687220-99999,55
577930-99999,55
783970-99999,55
847350-99999,55
509490-99999,55
114480-99999,55
572370-99999,55
510760-99999,55
507450-99999,55
582380-99999,55
579020-99999,55
541570-99999,55
111650-99999,55
575980-99999,55
564440-99999,55
569510-99999,55
681760-99999,55
514950-99999,55
592110-99999,55
717490-99999,55
914900-99999,55
536460-99999,55
546620-99999,55
572450-99999,55
268250-99999,55
590720-99999,55
543110-99999,55
582080-99999,55
943630-99999,55
583140-99999,55
784860-99999,55
614990-99999,55
537720-99999,55
563850-99999,55
540960-99999,55
572650-99999,55
573480-99999,55
579320-99999,55
577070-99999,55
945000-99999,55
014820-99999,55
639710-99999,55
612500-99999,55
573280-99999,55
037460-99999,55
588340-99999,55
109350-99999,55
569660-99999,55
314590-99999,55
579720-99999,55
513790-99999,55
590820-99999,55
599480-99999,55
581020-99999,55
716330-99999,55
450070-99999,55
569540-99999,54
854690-99999,54
160590-99999,54
311740-99999,54
535290-99999,54
552790-99999,54
043300-99999,54
946950-99999,54
165200-99999,54
590580-99999,54
727575-94925,54
606560-99999,54
403570-99999,54
948020-99999,54
224460-99999,54
370010-99999,54
725060-99999,54
286210-99999,54
064560-99999,54
353020-99999,54
336630-99999,54
836870-99999,54
627510-99999,54
311370-99999,54
855580-99999,54
330360-99999,54
578530-99999,54
246710-99999,54
282160-99999,54
408000-99999,54
590960-99999,54
370850-99999,54
535020-99999,54
566840-99999,54
222920-99999,54
064470-99999,54
262470-99999,54
289780-99999,54
257440-99999,54
530680-99999,54
889030-99999,54
862600-99999,54
716000-99999,54
725895-94236,54
853150-99999,54
536140-99999,54
718680-99999,54
287560-99999,54
802520-99999,54
569590-99999,54
839370-99999,54
563120-99999,54
064760-99999,54
726770-24033,54
561440-99999,54
277310-99999,54
572790-99999,54
583450-99999,54
560180-99999,54
555780-99999,54
489140-99999,54
403730-99999,54
294670-99999,54
065900-99999,54
072400-99999,54
220280-99999,54
724280-14821,54
528180-99999,54
374320-99999,54
846280-99999,54
115410-99999,54
072070-99999,54
985260-99999,54
161400-99999,54
369820-99999,54
360830-99999,54
723119-13886,54
718310-99999,54
948840-99999,54
601270-99999,54
577310-99999,54
716240-99999,54
528360-99999,54
838870-99999,54
163100-99999,54
718960-99999,54
637370-99999,54
082210-99999,54
855430-99999,54
683800-99999,54
109540-99999,54
384130-99999,54
533520-99999,54
655920-99999,54
351730-99999,54
534630-99999,54
681100-99999,54
070280-99999,54
604750-99999,54
563740-99999,54
517090-99999,54
726546-14946,54
560210-99999,54
577660-99999,54
528660-99999,54
589110-99999,54
489170-99999,54
160900-99999,54
125660-99999,54
372120-99999,54
532760-99999,54
535130-99999,54
682120-99999,54
284280-99999,54
296750-99999,54
529960-99999,54
606400-99999,54
594930-99999,54
535640-99999,54
946000-99999,54
803150-99999,54
587250-99999,54
825860-99999,54
703610-25339,54
226950-99999,54
586460-99999,54
010100-99999,54
172440-99999,54
371710-99999,54
588130-99999,54
219080-99999,54
601200-99999,54
404380-99999,54
561060-99999,54
527130-99999,54
297590-99999,54
071300-99999,54
531920-99999,54
722688-93034,54
701040-99999,54
787670-99999,54
560040-99999,54
164050-99999,54
616410-99999,54
128600-99999,54
306350-99999,54
985500-99999,54
727675-94011,54
281440-99999,54
260450-99999,54
527870-99999,54
533360-99999,54
253250-99999,54
534800-99999,54
222710-99999,54
403560-99999,54
701730-99999,54
582650-99999,54
442140-99999,54
535880-99999,54
107750-99999,54
592780-99999,54
350850-99999,54
637290-99999,54
284190-99999,54
331770-99999,54
480770-99999,54
787110-99999,54
127720-99999,54
112040-99999,54
624350-99999,54
285410-99999,54
170260-99999,54
702315-99999,54
293670-99999,54
064780-99999,54
125400-99999,54
948680-99999,54
810010-99999,54
722555-12935,54
590870-99999,54
543240-99999,54
598450-99999,54
535930-99999,54
973400-99999,54
943130-99999,54
295620-99999,54
171700-99999,54
601410-99999,54
599810-99999,54
566910-99999,54
064000-99999,54
235270-99999,54
978100-99999,54
567390-99999,54
533910-99999,54
612400-99999,54
681160-99999,54
346910-99999,54
403620-99999,54
386560-99999,54
362080-99999,54
570830-99999,54
538980-99999,54
582030-99999,54
262890-99999,54
585690-99999,53
579220-99999,53
547530-99999,53
480600-99999,53
634020-99999,53
584720-99999,53
803080-99999,53
600050-99999,53
872890-99999,53
719430-99999,53
545390-99999,53
677810-99999,53
572900-99999,53
944760-99999,53
514310-99999,53
541860-99999,53
488080-99999,53
543860-99999,53
943320-99999,53
106090-99999,53
574760-99999,53
104000-99999,53
507740-99999,53
638620-99999,53
548080-99999,53
249820-99999,53
871490-99999,53
308240-99999,53
106550-99999,53
703050-99999,53
504340-99999,53
166820-99999,53
506580-99999,53
943550-99999,53
633330-99999,53
985380-99999,53
800010-99999,53
033340-99999,53
517650-99999,53
982330-99999,53
064900-99999,53
425910-99999,53
723965-93209,53
976000-99999,53
634500-99999,53
874480-99999,53
033910-99999,53
403100-99999,53
204760-99999,53
873950-99999,53
913660-40604,53
718790-99999,53
701740-26533,53
678610-99999,53
702000-26617,53
983240-99999,53
979000-99999,53
946120-99999,53
080010-99999,53
719094-99999,53
542590-99999,53
170220-99999,53
679750-99999,53
083140-99999,53
489070-99999,53
710430-99999,53
542260-99999,53
785830-99999,53
074600-99999,53
161530-99999,53
663180-99999,53
677650-99999,53
644000-99999,53
164530-99999,53
163600-99999,53
010890-99999,53
163320-99999,53
970480-99999,53
633310-99999,53
401760-99999,53
635330-99999,53
580400-99999,53
277860-99999,53
170300-99999,53
382220-99999,53
701170-99999,53
488200-99999,53
384030-99999,53
268870-99999,53
573990-99999,53
634510-99999,53
543740-99999,53
678530-99999,53
985460-99999,53
505480-99999,53
085300-99999,53
984340-99999,53
719130-99999,53
678670-99999,53
116030-99999,53
727130-14604,53
153500-99999,53
104390-99999,53
948740-99999,53
508880-99999,53
342470-99999,53
125800-99999,53
633340-99999,53
871290-99999,53
543080-99999,53
293630-99999,53
548630-99999,53
679690-99999,53
286550-99999,53
724837-93216,53
076310-99999,53
537640-99999,53
876480-99999,53
528890-99999,53
443050-99999,53
160660-99999,53
873740-99999,53
634710-99999,53
246060-99999,53
305420-99999,53
839970-99999,53
542730-99999,53
162420-99999,53
549450-99999,53
982220-99999,53
718770-99999,53
526810-99999,53
679910-99999,53
975300-99999,53
233050-99999,53
208710-99999,53
318230-99999,53
162800-99999,53
164290-99999,53
263930-99999,53
075770-99999,53
343980-99999,53
677790-99999,53
637660-99999,53
633300-99999,53
683280-99999,53
585560-99999,53
839140-99999,53
560800-99999,53
529080-99999,53
162300-99999,53
537870-99999,53
471010-99999,52
547760-99999,52
124150-99999,52
318290-99999,52
860330-99999,52
173300-99999,52
984320-99999,52
685720-99999,52
530830-99999,52
561960-99999,52
787240-99999,52
761600-99999,52
062650-99999,52
534870-99999,52
619860-99999,52
812250-99999,52
960910-99999,52
723087-93735,52
403400-99999,52
560790-99999,52
156250-99999,52
467430-99999,52
160400-99999,52
107450-99999,52
965810-99999,52
723840-23155,52
568380-99999,52
725810-24193,52
531490-99999,52
861340-99999,52
239730-99999,52
209780-99999,52
628400-99999,52
286150-99999,52
121350-99999,52
526020-99999,52
165390-99999,52
154600-99999,52
261240-99999,52
722110-12842,52
429710-99999,52
537980-99999,52
876230-99999,52
375530-99999,52
154900-99999,52
167180-99999,52
586660-99999,52
803420-99999,52
262680-99999,52
556960-99999,52
637900-99999,52
155010-99999,52
723656-23049,52
578320-99999,52
680240-99999,52
172920-99999,52
154500-99999,52
682260-99999,52
859720-99999,52
111820-99999,52
619670-70701,52
322520-99999,52
204710-99999,52
544360-99999,52
279830-99999,52
200490-99999,52
875340-99999,52
108530-99999,52
619880-99999,52
575540-99999,52
719570-99999,52
680540-99999,52
724920-23237,52
862330-99999,52
160200-99999,52
165500-99999,52
723930-99999,52
423980-99999,52
133760-99999,52
637020-99999,52
949810-99999,52
349490-99999,52
864400-99999,52
335260-99999,52
878030-99999,52
164900-99999,52
726436-94930,52
607750-99999,52
573060-99999,52
428860-99999,52
171880-99999,52
164800-99999,52
291490-99999,52
619900-99999,52
568860-99999,52
294560-99999,52
787170-99999,52
162530-99999,52
722886-23130,52
084870-99999,52
724695-23036,52
162520-99999,52
874360-99999,52
400390-99999,52
171840-99999,52
722517-12932,52
578450-99999,52
853640-99999,52
523230-99999,52
062250-99999,52
235780-99999,52
219780-99999,52
875760-99999,52
602500-99999,52
070550-99999,52
255380-99999,52
619740-99999,52
104380-99999,52
941710-99999,52
217210-99999,52
305370-99999,52
634030-99999,52
650460-99999,52
103340-99999,52
946980-99999,52
837550-99999,52
787620-99999,52
718930-99999,52
417490-99999,52
637890-99999,52
969250-99999,52
517110-99999,52
353610-99999,52
128510-99999,52
679710-99999,52
724515-23064,52
389440-99999,52
512880-99999,52
596730-99999,52
107080-99999,52
074810-99999,52
975020-99999,52
170560-99999,52
803360-99999,52
171120-99999,52
